FilePath,FolderTarget,OriginalFileName,UploadFileName,SoVanBan,NamBanHanh,NgayBanHanh,NgayHetHieuLuc,NguoiKy,TrangThai,MucDoBaoMat,TrichYeu,VanBanThayThe,VanBanLienQuan,Tags,NhomTaiLieu,LoaiVanBanPhapLy,LoaiTaiLieu,ChuDeNghiepVu,DonViPhatHanh,DonViSoHuu,NguonMetadata,MetadataConfidence,HasEditableSource,EditableSourceUrl,PrimaryPdfUrl,NeedReview,DuplicateRole,ResolveNote
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/122.2026.QĐ-HCNS-Điều chuyển nhân sự.27-02-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,122.2026.QĐ-HCNS-Điều chuyển nhân sự.27-02-2026.pdf,122.2026.QĐ-HCNS-Điều chuyển nhân sự.27-02-2026.pdf,122,2026,2026-02-27,,,Hiệu lực,,Điều chuyển nhân sự,,,,Tổ chức – Nhân sự,Quyết định,,Điều chuyển nhân sự,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,Bản sao,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/16.2025.QyĐ-HCNS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành.15-05-2026.docx,[16] Phòng Hành Chính - Nhân Sự,16.2025.QyĐ-HCNS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành.15-05-2026.docx,16.2025.QyĐ-HCNS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành.15-05-2026.docx,16,2025,2026-05-15,,,Hiệu lực,,Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành,,,,Tổ chức – Nhân sự,Khác,Quy định,về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/16.2025.QyĐ-HCNS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành.15-05-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,16.2025.QyĐ-HCNS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành.15-05-2026.pdf,16.2025.QyĐ-HCNS-Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành.15-05-2026.pdf,16,2025,2026-05-15,,,Hiệu lực,,Quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành,,,,Tổ chức – Nhân sự,Khác,Quy định,về chức năng nhiệm vụ và cơ cấu tổ chức của phòng hành chính nhân sự ban hành,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/178.2026.QĐ-HCNS-Miễn nhiệm Giám đốc Công ty Đông Mai.18-03-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,178.2026.QĐ-HCNS-Miễn nhiệm Giám đốc Công ty Đông Mai.18-03-2026.pdf,178.2026.QĐ-HCNS-Miễn nhiệm Giám đốc Công ty Đông Mai.18-03-2026.pdf,178,2026,2026-03-18,,,Hiệu lực,,Miễn nhiệm Giám đốc Công ty Đông Mai,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm Giám đốc Công ty Đông Mai,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/2024.MTCV-HCNS-Bản mô tả công việc Phòng hành chính nhân sự.22-10-2024.pdf,[16] Phòng Hành Chính - Nhân Sự,2024.MTCV-HCNS-Bản mô tả công việc Phòng hành chính nhân sự.22-10-2024.pdf,2024.MTCV-HCNS-Bản mô tả công việc Phòng hành chính nhân sự.22-10-2024.pdf,,2024,2024-10-22,,,Hiệu lực,,Bản mô tả công việc Phòng hành chính nhân sự,,,,Tổ chức – Nhân sự,Khác,,Bản mô tả công việc Phòng hành chính nhân sự,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/420.2025.QĐ-HCNS-Quyết định Luân chuyển công tác đối với Ông Thái Nguyễn Cần-v2.11-07-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,420.2025.QĐ-HCNS-Quyết định Luân chuyển công tác đối với Ông Thái Nguyễn Cần-v2.11-07-2025.pdf,420.2025.QĐ-HCNS-Quyết định Luân chuyển công tác đối với Ông Thái Nguyễn Cần-v2.11-07-2025.pdf,420,2025,2025-07-11,,,Hiệu lực,,Quyết định Luân chuyển công tác đối với Ông Thái Nguyễn Cần-v2,,,,Tổ chức – Nhân sự,Quyết định,,Quyết định Luân chuyển công tác đối với Ông Thái Nguyễn Cần-v2,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/421.2025.QĐ-HCNS-Quyết định Kiêm nhiệm chức danh của Ông Thái Nguyễn Cần-v2.11-07-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,421.2025.QĐ-HCNS-Quyết định Kiêm nhiệm chức danh của Ông Thái Nguyễn Cần-v2.11-07-2025.pdf,421.2025.QĐ-HCNS-Quyết định Kiêm nhiệm chức danh của Ông Thái Nguyễn Cần-v2.11-07-2025.pdf,421,2025,2025-07-11,,,Hiệu lực,,Quyết định Kiêm nhiệm chức danh của Ông Thái Nguyễn Cần-v2,,,,Tổ chức – Nhân sự,Quyết định,,Quyết định Kiêm nhiệm chức danh của Ông Thái Nguyễn Cần-v2,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,Bản sao,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/422.2025.QĐ-HCNS-Quyết định Kiêm nhiệm chức danh của Ông Phạm Ngọc Vinh.11-07-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,422.2025.QĐ-HCNS-Quyết định Kiêm nhiệm chức danh của Ông Phạm Ngọc Vinh.11-07-2025.pdf,422.2025.QĐ-HCNS-Quyết định Kiêm nhiệm chức danh của Ông Phạm Ngọc Vinh.11-07-2025.pdf,422,2025,2025-07-11,,,Hiệu lực,,Quyết định Kiêm nhiệm chức danh của Ông Phạm Ngọc Vinh,,,,Tổ chức – Nhân sự,Quyết định,,Quyết định Kiêm nhiệm chức danh của Ông Phạm Ngọc Vinh,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/513.2025.QĐ-HCNS-Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ.21-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,513.2025.QĐ-HCNS-Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ.21-08-2025.pdf,513.2025.QĐ-HCNS-Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ.21-08-2025.pdf,513,2025,2025-08-21,,,Hiệu lực,,Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm Trợ lý Ban điều hành kiêm phó ban tài chính và kiểm soát nội bộ,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/526.2025.QĐ-HCNS-Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,526.2025.QĐ-HCNS-Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán.26-08-2025.pdf,526.2025.QĐ-HCNS-Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán.26-08-2025.pdf,526,2025,2025-08-26,,,Hiệu lực,,Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm Kế toán trưởng-Trưởng phòng kế toán,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/527.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,527.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,527.2025.QĐ-HCNS-Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,527,2025,2025-08-26,,,Hiệu lực,,Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm vị trí Phó ban An toàn-Sức khỏe-Môi trường,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/528.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,528.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,528.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường.26-08-2025.pdf,528,2025,2025-08-26,,,Hiệu lực,,Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Trưởng ban An toàn-Sức khỏe-Môi trường,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/533.2025.QĐ-HCNS-Kiêm nhiệm chức danh.26-08-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,533.2025.QĐ-HCNS-Kiêm nhiệm chức danh.26-08-2025.pdf,533.2025.QĐ-HCNS-Kiêm nhiệm chức danh.26-08-2025.pdf,533,2025,2025-08-26,,,Hiệu lực,,Kiêm nhiệm chức danh,,,,Tổ chức – Nhân sự,Quyết định,,Kiêm nhiệm chức danh,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/586.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh-v2.04-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,586.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh-v2.04-09-2025.pdf,586.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh-v2.04-09-2025.pdf,586,2025,2025-09-04,,,Hiệu lực,,Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh-v2,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh-v2,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,Bản chuẩn,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/586.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh.04-09-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,586.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh.04-09-2025.pdf,586.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh.04-09-2025.pdf,586,2025,2025-09-04,,,Hiệu lực,,Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,Bản sao,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/62.2026.QĐ-HCNS-Tạm thời đình chỉ công việc đối với ông Nguyễn Xuân Đông GSBH khu vực HN3.13-01-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,62.2026.QĐ-HCNS-Tạm thời đình chỉ công việc đối với ông Nguyễn Xuân Đông GSBH khu vực HN3.13-01-2026.pdf,62.2026.QĐ-HCNS-Tạm thời đình chỉ công việc đối với ông Nguyễn Xuân Đông GSBH khu vực HN3.13-01-2026.pdf,62,2026,2026-01-13,,,Hiệu lực,,Tạm thời đình chỉ công việc đối với ông Nguyễn Xuân Đông GSBH khu vực HN3,,,,Tổ chức – Nhân sự,Quyết định,,Tạm thời đình chỉ công việc đối với ông Nguyễn Xuân Đông GSBH khu vực HN3,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/63.2026.QĐ-HCNS-Tạm thời đình chỉ công việc đối với ông Vương Anh Tuấn GSBH khu vực HN2.13-01-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,63.2026.QĐ-HCNS-Tạm thời đình chỉ công việc đối với ông Vương Anh Tuấn GSBH khu vực HN2.13-01-2026.pdf,63.2026.QĐ-HCNS-Tạm thời đình chỉ công việc đối với ông Vương Anh Tuấn GSBH khu vực HN2.13-01-2026.pdf,63,2026,2026-01-13,,,Hiệu lực,,Tạm thời đình chỉ công việc đối với ông Vương Anh Tuấn GSBH khu vực HN2,,,,Tổ chức – Nhân sự,Quyết định,,Tạm thời đình chỉ công việc đối với ông Vương Anh Tuấn GSBH khu vực HN2,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/65.2026.QĐ-HCNS-Phân công công việc đối với ông Vũ Huy Hoàng.13-01-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,65.2026.QĐ-HCNS-Phân công công việc đối với ông Vũ Huy Hoàng.13-01-2026.pdf,65.2026.QĐ-HCNS-Phân công công việc đối với ông Vũ Huy Hoàng.13-01-2026.pdf,65,2026,2026-01-13,,,Hiệu lực,,Phân công công việc đối với ông Vũ Huy Hoàng,,,,Tổ chức – Nhân sự,Quyết định,,Phân công công việc đối với ông Vũ Huy Hoàng,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/705.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tuyển dụng và đào tạo-P.HCNS.pdf,[16] Phòng Hành Chính - Nhân Sự,705.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tuyển dụng và đào tạo-P.HCNS.pdf,705.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tuyển dụng và đào tạo-P.HCNS.pdf,,,,,,Hiệu lực,,Bổ nhiệm Trưởng bộ phận tuyển dụng và đào tạo-P.HCNS,,,,Tổ chức – Nhân sự,Khác,,Bổ nhiệm Trưởng bộ phận tuyển dụng và đào tạo-P.HCNS,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/706.2025.QĐ-HCNS-Kiêm nhiệm chức danh bà Vũ Minh Hằng.pdf,[16] Phòng Hành Chính - Nhân Sự,706.2025.QĐ-HCNS-Kiêm nhiệm chức danh bà Vũ Minh Hằng.pdf,706.2025.QĐ-HCNS-Kiêm nhiệm chức danh bà Vũ Minh Hằng.pdf,706,2025,,,,Hiệu lực,,Kiêm nhiệm chức danh bà Vũ Minh Hằng,,,,Tổ chức – Nhân sự,Quyết định,,Kiêm nhiệm chức danh bà Vũ Minh Hằng,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/710.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận thiết kế-Marketing.02-10-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,710.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận thiết kế-Marketing.02-10-2025.pdf,710.2025.QĐ-HCNS-Miễn nhiệm vị trí Trưởng bộ phận thiết kế-Marketing.02-10-2025.pdf,710,2025,2025-10-02,,,Hiệu lực,,Miễn nhiệm vị trí Trưởng bộ phận thiết kế-Marketing,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Trưởng bộ phận thiết kế-Marketing,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/733.2025.QĐ-HCNS-Luân chuyển công tác.10-10-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,733.2025.QĐ-HCNS-Luân chuyển công tác.10-10-2025.pdf,733.2025.QĐ-HCNS-Luân chuyển công tác.10-10-2025.pdf,733,2025,2025-10-10,,,Hiệu lực,,Luân chuyển công tác,,,,Tổ chức – Nhân sự,Quyết định,,Luân chuyển công tác,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/74.2026.QĐ-HCNS-Xử lý kỷ luật.15-01-2026.pdf,[16] Phòng Hành Chính - Nhân Sự,74.2026.QĐ-HCNS-Xử lý kỷ luật.15-01-2026.pdf,74.2026.QĐ-HCNS-Xử lý kỷ luật.15-01-2026.pdf,74,2026,2026-01-15,,,Hiệu lực,,Xử lý kỷ luật,,,,Tổ chức – Nhân sự,Quyết định,,Xử lý kỷ luật,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/774.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tài chính.05-11-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,774.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tài chính.05-11-2025.pdf,774.2025.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tài chính.05-11-2025.pdf,774,2025,2025-11-05,,,Hiệu lực,,Bổ nhiệm Trưởng bộ phận tài chính,,,,Tổ chức – Nhân sự,Quyết định,,Bổ nhiệm Trưởng bộ phận tài chính,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/779.2025.QĐ-HCNS-Miễn nhiệm vị trí Trợ lý ban điều hành.07-11-2025.pdf,[16] Phòng Hành Chính - Nhân Sự,779.2025.QĐ-HCNS-Miễn nhiệm vị trí Trợ lý ban điều hành.07-11-2025.pdf,779.2025.QĐ-HCNS-Miễn nhiệm vị trí Trợ lý ban điều hành.07-11-2025.pdf,779,2025,2025-11-07,,,Hiệu lực,,Miễn nhiệm vị trí Trợ lý ban điều hành,,,,Tổ chức – Nhân sự,Quyết định,,Miễn nhiệm vị trí Trợ lý ban điều hành,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc Nhân viên Lái xe.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc Nhân viên Lái xe.docx,MTCV-HCNS-Mô tả công việc Nhân viên Lái xe.docx,,,,,,Hiệu lực,,Mô tả công việc Nhân viên Lái xe,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc Nhân viên Lái xe,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc Nhân viên Lễ tân.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc Nhân viên Lễ tân.docx,MTCV-HCNS-Mô tả công việc Nhân viên Lễ tân.docx,,,,,,Hiệu lực,,Mô tả công việc Nhân viên Lễ tân,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc Nhân viên Lễ tân,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc Nhân viên hành chính văn phòng.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc Nhân viên hành chính văn phòng.docx,MTCV-HCNS-Mô tả công việc Nhân viên hành chính văn phòng.docx,,,,,,Hiệu lực,,Mô tả công việc Nhân viên hành chính văn phòng,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc Nhân viên hành chính văn phòng,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc Nhân viên phiên dịch.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc Nhân viên phiên dịch.docx,MTCV-HCNS-Mô tả công việc Nhân viên phiên dịch.docx,,,,,,Hiệu lực,,Mô tả công việc Nhân viên phiên dịch,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc Nhân viên phiên dịch,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc Phó phòng hành chính nhân sự.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc Phó phòng hành chính nhân sự.docx,MTCV-HCNS-Mô tả công việc Phó phòng hành chính nhân sự.docx,,,,,,Hiệu lực,,Mô tả công việc Phó phòng hành chính nhân sự,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc Phó phòng hành chính nhân sự,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc Trưởng bộ phận Truyền thông.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc Trưởng bộ phận Truyền thông.docx,MTCV-HCNS-Mô tả công việc Trưởng bộ phận Truyền thông.docx,,,,,,Hiệu lực,,Mô tả công việc Trưởng bộ phận Truyền thông,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc Trưởng bộ phận Truyền thông,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc Trưởng phòng hành chính nhân sự.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc Trưởng phòng hành chính nhân sự.docx,MTCV-HCNS-Mô tả công việc Trưởng phòng hành chính nhân sự.docx,,,,,,Hiệu lực,,Mô tả công việc Trưởng phòng hành chính nhân sự,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc Trưởng phòng hành chính nhân sự,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc nhân viên Truyền thông.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc nhân viên Truyền thông.docx,MTCV-HCNS-Mô tả công việc nhân viên Truyền thông.docx,,,,,,Hiệu lực,,Mô tả công việc nhân viên Truyền thông,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc nhân viên Truyền thông,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc nhân viên tuyển dụng.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc nhân viên tuyển dụng.docx,MTCV-HCNS-Mô tả công việc nhân viên tuyển dụng.docx,,,,,,Hiệu lực,,Mô tả công việc nhân viên tuyển dụng,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc nhân viên tuyển dụng,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc trưởng bộ phận Tuyển dụng đào tạo.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc trưởng bộ phận Tuyển dụng đào tạo.docx,MTCV-HCNS-Mô tả công việc trưởng bộ phận Tuyển dụng đào tạo.docx,,,,,,Hiệu lực,,Mô tả công việc trưởng bộ phận Tuyển dụng đào tạo,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc trưởng bộ phận Tuyển dụng đào tạo,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/03. Tổ chức – Nhân sự/MTCV-HCNS-Mô tả công việc trưởng bộ phận hành chính văn phòng.docx,[16] Phòng Hành Chính - Nhân Sự,MTCV-HCNS-Mô tả công việc trưởng bộ phận hành chính văn phòng.docx,MTCV-HCNS-Mô tả công việc trưởng bộ phận hành chính văn phòng.docx,,,,,,Hiệu lực,,Mô tả công việc trưởng bộ phận hành chính văn phòng,,,,Tổ chức – Nhân sự,Khác,,Mô tả công việc trưởng bộ phận hành chính văn phòng,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
data/[16] HCNS - Phòng Hành chính – Nhân sự/04. Điều hành – Tác nghiệp/124.2026.TB-HCNS-Lịch nghỉ Tết Nguyên đán 2026 và chế độ làm Tết.23-01-2026.docx,[16] Phòng Hành Chính - Nhân Sự,124.2026.TB-HCNS-Lịch nghỉ Tết Nguyên đán 2026 và chế độ làm Tết.23-01-2026.docx,124.2026.TB-HCNS-Lịch nghỉ Tết Nguyên đán 2026 và chế độ làm Tết.23-01-2026.docx,124,2026,2026-01-23,,,Hiệu lực,,Lịch nghỉ Tết Nguyên đán 2026 và chế độ làm Tết,,,,Điều hành – Tác nghiệp,Thông báo,,Lịch nghỉ Tết Nguyên đán 2026 và chế độ làm Tết,HCNS,[16] HCNS - Phòng Hành chính – Nhân sự,ParsedFromFolder,High,,,,,,
